38303,C[C@H](O)C(=O)O.NCCO
12352,C/C=C/CCO
10737,COCC(C)O
10181,CCCCOc1ccc(-c2c3nc(c(-c4ccc(OCCCC)cc4)c4ccc([nH]4)c(-c4ccc(OCCCC)cc4)c4nc(c(-c5ccc(OCCCC)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1
14567,CCOCC(C)(C)O
11898,Cc1c(C)c([N+](=O)[O-])c(C)c([N+](=O)[O-])c1C
17896,CC(C)CCCC(C)CCC=O
6448,CCC(C)C=O
33429,O=C(OCCCCCO)c1ccc(C(=O)OCCCCCO)cc1
35204,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
36322,CCCCC[n+]1ccn([C@@H](C)c2ccccc2)c1
15875,COC(=O)CC=CC=C(C)C
12002,CCCCCCCCc1cc2cc(C)ccc2cc1C
28696,Cc1cc(C)nc(N)n1
5653,CC(=O)Cl
31043,CC[N+](C)(C)CCOC
31082,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Yb+3]
13457,CCCCCCCCCCCCCCCCCCCCCC#N
25077,NC(C(=O)O)c1ccccc1
39340,C=C[C@H]1C[N@+]2(CCOCCOC)CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
20729,O=S(=O)([O-])c1ccc(-c2ccc(S(=O)(=O)[O-])cc2)cc1.[Na+].[Na+]
16611,C=C(C)CC1=CCCCC1
14099,CCCCCCC1CCC2CCc3ccc(CCCC)cc3C2C1
30666,CCc1csc2ccccc12
12833,CCC(C)C(C)(C)O
40759,O=C([O-])[O-].[NH3+]CCCCC[NH3+]
15310,Cc1cc(C)c2c(C)c(C)ccc2c1
7311,CC(Cl)C(C)(C)Cl
7909,Cc1c(C)c(C)c(C(=O)O)c(C)c1C
8950,CCCC=C(C)CCCCCC
16677,CC(O)CCCC(C)(C)O
12441,CC1(Br)CCCCC1
12679,CCC(O)CCl
25011,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+]
3781,O=C1COC(=O)CO1
3340,CC(C)(C)c1cccc(Cl)c1
16915,C=C(C)C1CCC(C)CC1c1ccccc1
4844,COC(=O)c1cccc(I)c1
39663,CCCCCn1cc[n+](CCCCC)c1.[Br-]
18670,CC=CC(C)c1c(C)cc(C)cc1C
27188,CC(C)C[NH3+]
38664,CCNC(=O)NC(=O)C(C#N)=NOC
29178,CCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
27870,[Br-].[Br-].[Co+2].c1ccncc1.c1ccncc1
21186,CCC1CC(CC)CC(CC)C1
20694,[O-2].[O-2].[O-2].[W+6]
2070,CCC(CC)CCC(C)O
26823,CC(=O)NNC(=O)c1ccncc1
10455,C=CCNC(=O)N(c1ccccc1)c1ccccc1
26676,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Cs+]
15391,CCCCCc1ccccc1CCCC
28734,O=[V]([O-])([O-])[O-]
21532,O=C(O)C=Cc1ccc(OC(=O)c2ccccc2)cc1
6306,ClC1=CCCCC1
31700,COc1cc(-c2cc(-c3ccccc3)[nH]c(=O)c2C#N)ccc1O
11124,CCOC(C)(OCC)c1ccccc1
25408,C1C2CC3C4CC56CC7CC8C9CC(C2)(C(C14)C85)C3C6C9C7
12780,CC1CCCCCC1(C)C
6994,Nc1ccn([C@H]2CC(O)[C@@H](CO)O2)c(=O)n1
38754,C[N+](C)(C)CCO.[OH-]
34594,CCCCC[C@](C)(O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)OC
31552,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1
4613,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-]
18789,C=CC=Cc1cccc(C)c1
25090,CCCCc1ccc(C(=O)Oc2ccc(C#N)c(F)c2)cc1
11187,CCCCCCCCCCOC(=O)CCCC
28121,CC[C@@H]1C[C@@H](C)C[C@H]1C
39753,CC(O)C[NH3+].O=C([O-])C(Cl)(Cl)Cl
11731,Br/C=C/CBr
29733,NC(CO)C(=O)[O-]
40669,CCCCCCC1(CCCCCC)c2cc(Br)ccc2-c2ccc(Br)cc21
14281,CCCCc1ccc(C(C)(C)C)cc1
7588,[Se]=C=[Se]
13735,CCCC(CC(OCC)OCC)OCC
13378,CCC(C)c1cccc(O)c1
13026,CCCCC(=O)OC(C)CCC
